date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
5/2/2014 0:00,407500.0,3,,,,,,3.0,1930.0,0.0,1996.0,0.0,4314 NE 6th Pl,Renton,WA 98059,USA
5/2/2014 0:00,445700.0,3,,,,,,3.0,1270.0,0.0,2001.0,0.0,2640 NW 56th St,Seattle,WA 98107,USA
5/2/2014 0:00,838000.0,4,,,,,,3.0,3310.0,0.0,2001.0,0.0,15712 NE 136th Pl,Redmond,WA 98052,USA
5/2/2014 0:00,630000.0,4,,,,,,3.0,2710.0,0.0,2000.0,0.0,26429 SE 154th Pl,Issaquah,WA 98027,USA
5/2/2014 0:00,550000.0,3,1.75,2910.0,35200.0,1.5,0.0,3.0,2910.0,0.0,1979.0,2014.0,3923 229th Pl SE,Sammamish,WA 98075,USA
5/2/2014 0:00,805000.0,3,2.0,2710.0,4500.0,1.5,0.0,4.0,1880.0,830.0,1929.0,0.0,6222 30th Ave NE,Seattle,WA 98115,USA
5/2/2014 0:00,284000.0,3,1.75,1800.0,23103.0,1.0,0.0,3.0,1800.0,0.0,1968.0,1997.0,32418 NE 50th St,Carnation,WA 98014,USA
5/2/2014 0:00,470000.0,5,2.5,2210.0,9655.0,1.0,0.0,3.0,1460.0,750.0,1976.0,0.0,19334 89th Ave NE,Bothell,WA 98011,USA
5/2/2014 0:00,430000.0,4,1.5,1920.0,10000.0,1.0,0.0,4.0,1070.0,850.0,1954.0,1979.0,4071 156th Ave SE,Bellevue,WA 98006,USA
5/2/2014 0:00,491500.0,4,1.75,2190.0,125452.0,1.0,0.0,3.0,2190.0,0.0,1968.0,1997.0,36850 204th Ave SE,Auburn,WA 98092,USA
5/2/2014 0:00,785000.0,5,3.25,3660.0,11995.0,2.0,0.0,3.0,3660.0,0.0,2006.0,0.0,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA
5/2/2014 0:00,385000.0,3,3.25,1320.0,1327.0,2.0,0.0,3.0,1040.0,280.0,2008.0,0.0,3400 21st Ave W,Seattle,WA 98199,USA
5/2/2014 0:00,295000.0,2,2.5,1630.0,1368.0,2.0,0.0,3.0,1280.0,350.0,2009.0,0.0,5944-6082 Delridge Way SW,Seattle,WA 98106,USA
5/2/2014 0:00,555000.0,4,2.5,3310.0,6500.0,2.0,0.0,3.0,3310.0,0.0,2012.0,1912.0,35229 SE Terrace St,Snoqualmie,WA 98065,USA
5/2/2014 0:00,459990.0,3,2.5,2680.0,5539.0,2.0,0.0,3.0,2680.0,0.0,2013.0,1923.0,13800 453rd Ave SE,North Bend,WA 98045,USA
5/2/2014 0:00,625000.0,4,3.25,2730.0,54014.0,1.0,0.0,3.0,1560.0,1170.0,2007.0,0.0,9927 174th Ave SE,Renton,WA 98059,USA
5/2/2014 0:00,300000.0,3,2.5,2540.0,5050.0,2.0,0.0,3.0,2540.0,0.0,2006.0,0.0,29734 215th Terrace SE,Kent,WA 98042,USA
5/3/2014 0:00,625000.0,4,2.75,2920.0,6605.0,2.0,0.0,3.0,2920.0,0.0,2012.0,1912.0,5608 NE 5th Cir,Renton,WA 98059,USA
5/3/2014 0:00,553000.0,2,1.0,900.0,5000.0,1.0,0.0,3.0,900.0,0.0,1944.0,0.0,8053 29th Ave NW,Seattle,WA 98117,USA
5/3/2014 0:00,379880.0,3,2.5,1650.0,14054.0,1.0,0.0,4.0,1130.0,520.0,1986.0,0.0,13256 242nd Pl SE,Issaquah,WA 98027,USA
5/3/2014 0:00,310000.0,3,1.0,1010.0,9945.0,1.0,0.0,4.0,1010.0,0.0,1973.0,0.0,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA
5/4/2014 0:00,775000.0,2,2.5,2680.0,7392.0,1.0,0.0,3.0,2680.0,0.0,2004.0,2003.0,13134 234th Ct NE,Redmond,WA 98053,USA
5/4/2014 0:00,365000.0,3,2.5,2200.0,7350.0,1.0,0.0,5.0,1570.0,630.0,1988.0,0.0,13420 SE 182nd St,Renton,WA 98058,USA
5/4/2014 0:00,331950.0,4,2.5,2530.0,9933.0,2.0,0.0,3.0,2010.0,520.0,1990.0,2009.0,925 48th Ct,Auburn,WA 98092,USA
5/4/2014 0:00,783500.0,3,2.5,2850.0,7130.0,2.0,0.0,3.0,1990.0,860.0,1980.0,0.0,151 Euclid Ave,Seattle,WA 98122,USA
5/4/2014 0:00,628000.0,4,2.0,2280.0,6010.0,1.0,0.0,3.0,1140.0,1140.0,1900.0,2005.0,205-206 Euclid Ave,Seattle,WA 98122,USA
5/5/2014 0:00,560000.0,3,2.5,1900.0,8744.0,2.0,0.0,3.0,1900.0,0.0,1987.0,2000.0,22314 NE 11th Pl,Sammamish,WA 98074,USA
5/5/2014 0:00,900000.0,3,1.0,1330.0,77972.0,1.0,0.0,3.0,1330.0,0.0,1928.0,1954.0,13615 NE 100th St,Kirkland,WA 98033,USA
5/5/2014 0:00,531000.0,2,3.0,1270.0,1175.0,2.0,0.0,3.0,1110.0,160.0,2000.0,0.0,1411 N 48th St,Seattle,WA 98103,USA
5/5/2014 0:00,831000.0,4,3.0,2170.0,4000.0,2.0,0.0,4.0,1610.0,560.0,1982.0,2011.0,120 31st Ave E,Seattle,WA 98112,USA
5/5/2014 0:00,780000.0,4,2.5,2730.0,10281.0,2.0,0.0,3.0,2730.0,0.0,1996.0,0.0,23140 NE 14th Ct,Sammamish,WA 98074,USA
5/5/2014 0:00,755000.0,4,2.5,2120.0,10202.0,1.0,0.0,4.0,1620.0,500.0,1960.0,2001.0,12645 SE 27th St,Bellevue,WA 98005,USA
5/5/2014 0:00,705380.0,3,2.5,2490.0,4343.0,2.0,0.0,3.0,2490.0,0.0,2003.0,0.0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA
5/5/2014 0:00,627000.0,4,2.25,1990.0,7712.0,1.0,0.0,3.0,1210.0,780.0,1973.0,2013.0,18915 SE 42nd Pl,Issaquah,WA 98027,USA
5/5/2014 0:00,865000.0,4,3.0,3690.0,9892.0,2.0,0.0,3.0,3690.0,0.0,1998.0,2006.0,1765 267th Ct SE,Sammamish,WA 98075,USA
5/5/2014 0:00,580000.0,2,1.0,2540.0,7000.0,1.0,0.0,5.0,1320.0,1220.0,1942.0,0.0,8624 Island Dr S,Seattle,WA 98118,USA
5/5/2014 0:00,410000.0,3,2.25,1800.0,36704.0,1.0,0.0,4.0,1360.0,440.0,1978.0,2000.0,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA
5/5/2014 0:00,485000.0,4,3.0,2340.0,7048.0,1.0,0.0,4.0,1340.0,1000.0,1979.0,0.0,14319 85th Pl NE,Kirkland,WA 98034,USA
5/5/2014 0:00,400000.0,2,1.75,2110.0,9519.0,1.0,0.0,2.0,2110.0,0.0,1948.0,0.0,2120 NE 168th St,Shoreline,WA 98155,USA
5/5/2014 0:00,549000.0,2,1.0,1140.0,5400.0,1.0,0.0,5.0,1140.0,0.0,1908.0,0.0,209 30th Ave E,Seattle,WA 98112,USA
5/5/2014 0:00,620000.0,3,1.75,1480.0,2185.0,2.5,0.0,3.0,1480.0,0.0,2005.0,0.0,10512 128th Ave NE,Kirkland,WA 98033,USA
5/5/2014 0:00,405000.0,2,3.0,1410.0,1240.0,2.0,0.0,3.0,1140.0,270.0,2006.0,0.0,9126 45th Ave SW,Seattle,WA 98136,USA
5/5/2014 0:00,232000.0,2,1.0,1200.0,8063.0,1.0,0.0,4.0,1200.0,0.0,1958.0,1972.0,20220 8th Ave S,Des Moines,WA 98198,USA
5/5/2014 0:00,800866.0,5,2.5,3180.0,13806.0,2.0,0.0,4.0,3180.0,0.0,1990.0,0.0,11821 NE 48th Pl,Kirkland,WA 98033,USA
5/5/2014 0:00,650000.0,3,1.5,2160.0,9000.0,1.0,0.0,4.0,1400.0,760.0,1949.0,1985.0,13026 10th Ave NW,Seattle,WA 98177,USA
5/5/2014 0:00,823000.0,6,1.75,2920.0,5000.0,2.5,0.0,4.0,2780.0,140.0,1908.0,0.0,125 29th Ave,Seattle,WA 98122,USA
5/5/2014 0:00,770000.0,3,2.0,2350.0,5700.0,1.5,0.0,4.0,1810.0,540.0,1939.0,1989.0,2171 Boyer Ave E,Seattle,WA 98112,USA
5/5/2014 0:00,524000.0,3,1.75,1560.0,5520.0,1.0,0.0,4.0,780.0,780.0,1944.0,0.0,3434 33rd Ave W,Seattle,WA 98199,USA
5/5/2014 0:00,541125.0,5,2.75,2740.0,8426.0,1.0,0.0,4.0,1370.0,1370.0,1960.0,2001.0,5211 116th Pl SE,Bellevue,WA 98006,USA
5/5/2014 0:00,670000.0,3,2.5,1680.0,2000.0,3.0,0.0,,,,,,,Seattle,WA 98105,USA
5/5/2014 0:00,384900.0,5,2.5,3090.0,12750.0,1.0,0.0,,,,,,,Federal Way,WA 98023,USA
5/5/2014 0:00,406100.0,3,2.25,1410.0,1332.0,3.0,0.0,,,,,,,Seattle,WA 98103,USA
5/5/2014 0:00,1395000.0,5,3.5,4010.0,8510.0,2.0,0.0,,,,,,,Seattle,WA 98105,USA
5/5/2014 0:00,736500.0,4,2.5,3180.0,21904.0,2.0,0.0,,,,,,,Renton,WA 98059,USA
5/5/2014 0:00,570000.0,3,2.25,2010.0,6000.0,1.0,0.0,,,,,,,Redmond,WA 98052,USA
5/5/2014 0:00,787000.0,3,1.75,1330.0,7500.0,1.0,0.0,,,,,,,Bellevue,WA 98004,USA
5/5/2014 0:00,328000.0,4,2.5,2370.0,6500.0,2.0,0.0,,,,,,,Auburn,WA 98092,USA
5/5/2014 0:00,435000.0,5,2.0,1840.0,9240.0,1.0,0.0,,,,,,,Seattle,WA 98133,USA
5/5/2014 0:00,499000.0,4,2.5,2910.0,6479.0,2.0,0.0,,,,,,,Snoqualmie,WA 98065,USA
5/5/2014 0:00,501000.0,4,1.0,2070.0,7519.0,1.0,0.0,,,,,,,Bellevue,WA 98008,USA
5/5/2014 0:00,1090000.0,4,2.5,4340.0,141570.0,2.5,0.0,,,,,,,Redmond,WA 98053,USA
5/5/2014 0:00,400000.0,2,1.0,840.0,5510.0,1.0,0.0,,,,,,,Seattle,WA 98136,USA
5/5/2014 0:00,220000.0,4,1.5,1240.0,9600.0,1.0,0.0,,,,,,,Federal Way,WA 98023,USA
5/5/2014 0:00,657100.0,4,1.0,1390.0,4240.0,1.0,0.0,,,,,,,Seattle,WA 98103,USA
5/5/2014 0:00,309950.0,4,2.75,2310.0,5000.0,2.0,0.0,,,,,,,Maple Valley,WA 98038,USA
5/5/2014 0:00,300000.0,3,2.0,1050.0,10072.0,1.0,0.0,,,,,,,Duvall,WA 98019,USA
5/5/2014 0:00,525888.0,5,1.75,2550.0,71874.0,1.0,0.0,,,,,,,Issaquah,WA 98027,USA
5/5/2014 0:00,740000.0,4,1.75,2010.0,3600.0,1.5,0.0,,,,,,,Seattle,WA 98119,USA
5/5/2014 0:00,340000.0,5,1.0,1120.0,9022.0,1.5,0.0,,,,,,,Kirkland,WA 98034,USA
5/5/2014 0:00,398750.0,3,2.5,2230.0,4000.0,2.0,0.0,,,,,,,Seattle,WA 98144,USA
5/5/2014 0:00,206000.0,2,1.0,810.0,7158.0,1.0,0.0,,,,,,,Burien,WA 98168,USA
5/5/2014 0:00,1030000.0,5,2.75,3190.0,16920.0,1.0,0.0,,,,,,,Bellevue,WA 98006,USA
5/5/2014 0:00,600000.0,3,1.75,1670.0,39639.0,1.0,0.0,,,,,,,Sammamish,WA 98075,USA
5/5/2014 0:00,379950.0,4,1.75,1970.0,9389.0,1.0,0.0,,,,,,,Shoreline,WA 98133,USA
5/5/2014 0:00,287000.0,3,1.0,1450.0,6000.0,1.0,0.0,,,,,,,Seattle,WA 98118,USA
5/5/2014 0:00,2280000.0,7,8.0,13540.0,307752.0,3.0,0.0,,,,,,,Redmond,WA 98053,USA
5/5/2014 0:00,309950.0,3,2.5,1880.0,7838.0,2.0,0.0,,,,,,,Renton,WA 98055,USA
5/5/2014 0:00,600000.0,3,1.75,1880.0,6360.0,1.0,0.0,,,,,,,Seattle,WA 98115,USA
5/5/2014 0:00,418000.0,3,2.0,1410.0,6030.0,1.5,0.0,,,,,,,Seattle,WA 98103,USA
5/5/2014 0:00,449250.0,4,2.0,1480.0,3844.0,1.5,0.0,,,,,,,Seattle,WA 98133,USA
5/5/2014 0:00,329950.0,2,1.0,1140.0,5250.0,1.5,0.0,,,,,,,Seattle,WA 98133,USA
5/5/2014 0:00,245000.0,3,1.75,1920.0,9306.0,1.0,0.0,,,,,,,Auburn,WA 98001,USA
5/5/2014 0:00,549000.0,4,2.5,2910.0,6338.0,2.0,0.0,,,,,,,Renton,WA 98059,USA
5/5/2014 0:00,800000.0,3,2.5,3240.0,7857.0,2.0,0.0,,,,,,,Sammamish,WA 98075,USA
5/5/2014 0:00,249950.0,3,2.0,1550.0,15040.0,1.0,0.0,,,,,,,Renton,WA 98059,USA
5/5/2014 0:00,210000.0,5,2.0,2050.0,10200.0,1.0,0.0,,,,,,,Des Moines,WA 98198,USA
5/5/2014 0:00,1425000.0,2,2.5,2220.0,4000.0,2.0,0.0,,,,,,,Seattle,WA 98112,USA
5/5/2014 0:00,585000.0,2,1.0,1770.0,8640.0,1.5,0.0,,,,,,,Seattle,WA 98117,USA
5/5/2014 0:00,615000.0,4,1.75,2300.0,11700.0,1.0,0.0,,,,,,,Redmond,WA 98052,USA
5/5/2014 0:00,618500.0,3,2.0,1800.0,5000.0,1.0,0.0,,,,,,,Seattle,WA 98115,USA
5/5/2014 0:00,487585.0,4,1.75,2010.0,9211.0,1.0,0.0,,,,,,,Kirkland,WA 98034,USA
5/5/2014 0:00,509900.0,3,2.5,1790.0,2700.0,2.0,0.0,,,,,,,Issaquah,WA 98027,USA
5/5/2014 0:00,631625.0,4,2.5,2440.0,6651.0,2.0,0.0,,,,,,,Seattle,WA 98117,USA
5/5/2014 0:00,555000.0,3,2.5,1940.0,3211.0,2.0,0.0,,,,,,,Issaquah,WA 98027,USA
5/5/2014 0:00,340000.0,2,1.5,1160.0,1438.0,2.0,0.0,,,,,,,Seattle,WA 98144,USA
5/5/2014 0:00,830000.0,4,2.5,3400.0,9692.0,2.0,0.0,,,,,,,Redmond,WA 98052,USA
5/5/2014 0:00,890000.0,4,4.25,4420.0,5750.0,2.0,0.0,,,,,,,Issaquah,WA 98027,USA
5/5/2014 0:00,366750.0,3,3.0,1571.0,2017.0,3.0,0.0,3.0,1571.0,0.0,2008.0,0.0,14359 19th Ave NE,Seattle,WA 98125,USA
5/5/2014 0:00,415000.0,3,2.25,1620.0,998.0,2.5,0.0,3.0,1540.0,80.0,2010.0,0.0,935 4th Ave NE,Issaquah,WA 98029,USA
5/5/2014 0:00,416286.0,3,2.5,1408.0,989.0,3.0,0.0,3.0,1408.0,0.0,2005.0,0.0,7809 12th Ave NE,Seattle,WA 98115,USA
5/5/2014 0:00,478000.0,3,2.5,3040.0,4535.0,2.0,0.0,3.0,3040.0,0.0,2007.0,0.0,2027 Ferndale Ave NE,Renton,WA 98056,USA
5/5/2014 0:00,890000.0,5,3.5,4490.0,6000.0,2.0,0.0,3.0,3200.0,1290.0,2006.0,0.0,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
5/5/2014 0:00,419190.0,2,2.5,1590.0,1426.0,2.0,0.0,3.0,1590.0,0.0,2014.0,0.0,1273 NE Hickory Ln,Issaquah,WA 98029,USA
5/5/2014 0:00,712198.0,4,2.5,2450.0,4247.0,2.0,0.0,3.0,2450.0,0.0,2013.0,1923.0,17122 NE 117th St,Redmond,WA 98052,USA
5/6/2014 0:00,397000.0,4,2.0,1440.0,7680.0,1.0,0.0,3.0,1200.0,240.0,1971.0,0.0,10601 NE 138th Pl,Kirkland,WA 98034,USA
5/6/2014 0:00,450000.0,2,2.0,1100.0,3000.0,1.5,0.0,3.0,1100.0,0.0,1912.0,2005.0,412 NW 70th St,Seattle,WA 98117,USA
5/6/2014 0:00,353000.0,3,1.0,1350.0,7740.0,1.0,0.0,4.0,860.0,490.0,1947.0,1988.0,11051 35th Ave NE,Seattle,WA 98125,USA
5/6/2014 0:00,609000.0,4,2.5,2150.0,37981.0,2.0,0.0,3.0,2150.0,0.0,1985.0,0.0,18114 NE 136th St,Redmond,WA 98052,USA
5/6/2014 0:00,234000.0,3,1.75,1490.0,8366.0,1.0,0.0,4.0,1010.0,480.0,1975.0,0.0,25305 151st Pl SE,Covington,WA 98042,USA
5/6/2014 0:00,561000.0,3,2.0,2000.0,7000.0,2.0,0.0,3.0,2000.0,0.0,1916.0,1986.0,6422 Marshall Ave SW,Seattle,WA 98136,USA
5/6/2014 0:00,469000.0,2,1.0,1030.0,4400.0,1.0,0.0,3.0,1030.0,0.0,1924.0,2011.0,310 NW 72nd St,Seattle,WA 98117,USA
5/6/2014 0:00,329350.0,2,1.0,720.0,6687.0,1.0,0.0,3.0,720.0,0.0,1942.0,1999.0,9712 4th Ave NW,Seattle,WA 98117,USA
5/6/2014 0:00,488000.0,5,2.0,2020.0,5000.0,1.5,0.0,4.0,2020.0,0.0,1938.0,0.0,9020-9024 11th Ave NW,Seattle,WA 98117,USA
5/6/2014 0:00,279900.0,3,1.75,1580.0,8151.0,1.0,0.0,4.0,1100.0,480.0,1962.0,0.0,1629 S 261st Pl,Des Moines,WA 98198,USA
5/6/2014 0:00,606000.0,4,2.5,2110.0,13850.0,2.0,0.0,3.0,2110.0,0.0,1987.0,2000.0,2755 NW Pine Cone Dr,Issaquah,WA 98027,USA
5/6/2014 0:00,312000.0,4,2.0,1300.0,7054.0,1.0,0.0,3.0,1300.0,0.0,1950.0,2013.0,2815 SW 107th St,Seattle,WA 98146,USA
5/6/2014 0:00,650000.0,3,1.5,1630.0,7475.0,1.0,0.0,3.0,1160.0,470.0,1940.0,1996.0,6009 52nd Ave NE,Seattle,WA 98115,USA
5/6/2014 0:00,1135000.0,4,2.75,3370.0,8103.0,1.0,0.0,3.0,1970.0,1400.0,1970.0,2014.0,3922 SW Henderson St,Seattle,WA 98136,USA
5/6/2014 0:00,325000.0,4,2.5,1890.0,6156.0,1.0,0.0,3.0,980.0,910.0,1980.0,0.0,5631 17th Ave SW,Seattle,WA 98106,USA
5/6/2014 0:00,425000.0,4,2.0,1520.0,7983.0,1.0,0.0,5.0,1520.0,0.0,1967.0,0.0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA
5/6/2014 0:00,219000.0,2,1.0,900.0,5160.0,1.0,0.0,3.0,900.0,0.0,1952.0,2008.0,8652 17th Ave SW,Seattle,WA 98106,USA
5/6/2014 0:00,250000.0,3,1.0,1050.0,6874.0,1.0,0.0,3.0,1050.0,0.0,1954.0,2005.0,18305 Dayton Ave N,Shoreline,WA 98133,USA
5/6/2014 0:00,390000.0,3,1.75,1260.0,6500.0,1.0,0.0,4.0,1260.0,0.0,1966.0,0.0,1415 168th Ave NE,Bellevue,WA 98008,USA
5/6/2014 0:00,475000.0,6,3.0,3470.0,117612.0,1.5,0.0,3.0,3470.0,0.0,1924.0,2011.0,19007 80th Ave NE,Kenmore,WA 98028,USA
5/6/2014 0:00,736000.0,4,2.5,2290.0,12047.0,2.0,0.0,4.0,2290.0,0.0,1988.0,0.0,17435 SE 47th St,Bellevue,WA 98006,USA
5/6/2014 0:00,407000.0,4,2.25,2810.0,23400.0,1.0,0.0,3.0,1710.0,1100.0,1958.0,2004.0,23024-23198 17th Ave S,Des Moines,WA 98198,USA
5/6/2014 0:00,272000.0,3,2.5,1650.0,13816.0,2.0,0.0,3.0,1650.0,0.0,1998.0,2006.0,32000-32072 NE 55th St,Carnation,WA 98014,USA
5/6/2014 0:00,362000.0,3,2.25,1640.0,14374.0,1.0,0.0,4.0,1140.0,500.0,1963.0,0.0,17253 Ambaum Blvd S,Burien,WA 98148,USA
5/6/2014 0:00,535000.0,3,2.5,1850.0,10109.0,2.0,0.0,3.0,1850.0,0.0,1991.0,0.0,8409 NE 129th Pl,Kirkland,WA 98034,USA
5/6/2014 0:00,284000.0,4,2.5,2000.0,5390.0,2.0,0.0,3.0,2000.0,0.0,2003.0,0.0,25434 160th Ave SE,Kent,WA 98042,USA
5/6/2014 0:00,367500.0,3,1.5,1410.0,9647.0,1.0,0.0,3.0,1410.0,0.0,1961.0,2004.0,18048 3rd Ave NW,Shoreline,WA 98177,USA
5/6/2014 0:00,379900.0,4,1.75,1500.0,11600.0,1.0,0.0,4.0,1000.0,500.0,1955.0,2009.0,15007 75th Ave NE,Kenmore,WA 98028,USA
5/6/2014 0:00,520000.0,3,2.5,2460.0,54885.0,2.0,0.0,4.0,2460.0,0.0,1980.0,0.0,5424 NE 10th St,Renton,WA 98059,USA
