REF_AREA,REF_AREA_LABEL,TIME_PERIOD,OBS_VALUE
ALA,Aland Islands,2003-06-01,-0.984361
ALA,Aland Islands,2003-07-01,0.986101
ALA,Aland Islands,2003-08-01,0.738387
ALA,Aland Islands,2003-09-01,-0.642202
ALA,Aland Islands,2003-10-01,-0.425532
ALA,Aland Islands,2003-11-01,0.672457
ALA,Aland Islands,2003-12-01,-0.073672
ALA,Aland Islands,2004-01-01,-0.182266
ALA,Aland Islands,2004-02-01,-1.259286
ALA,Aland Islands,2004-03-01,-0.862147
ALA,Aland Islands,2004-04-01,0.486194
ALA,Aland Islands,2004-05-01,0.313306
ALA,Aland Islands,2004-06-01,0.42739
ALA,Aland Islands,2004-07-01,1.813447
ALA,Aland Islands,2004-08-01,0.463908
ALA,Aland Islands,2004-09-01,1.080332
ALA,Aland Islands,2004-10-01,0.854701
ALA,Aland Islands,2004-11-01,-0.018555
ALA,Aland Islands,2004-12-01,-1.373145
ALA,Aland Islands,2005-01-01,-1.634255
ALA,Aland Islands,2005-02-01,0.669786
ALA,Aland Islands,2005-03-01,0.576712
ALA,Aland Islands,2005-04-01,-0.931167
ALA,Aland Islands,2005-05-01,0.101047
ALA,Aland Islands,2005-06-01,-0.055509
ALA,Aland Islands,2005-07-01,-0.073073
ALA,Aland Islands,2005-08-01,-0.092353
ALA,Aland Islands,2005-09-01,-2.420755
ALA,Aland Islands,2005-10-01,-0.755343
ALA,Aland Islands,2005-11-01,0.56602
ALA,Aland Islands,2005-12-01,1.653896
ALA,Aland Islands,2006-01-01,2.190459
ALA,Aland Islands,2006-02-01,1.713452
ALA,Aland Islands,2006-03-01,1.301538
ALA,Aland Islands,2006-04-01,2.285293
ALA,Aland Islands,2006-05-01,1.404056
ALA,Aland Islands,2006-06-01,2.193835
ALA,Aland Islands,2006-07-01,0.182815
ALA,Aland Islands,2006-08-01,1.312627
ALA,Aland Islands,2006-09-01,2.602509
ALA,Aland Islands,2006-10-01,2.283275
ALA,Aland Islands,2006-11-01,2.232884
ALA,Aland Islands,2006-12-01,1.663756
ALA,Aland Islands,2007-01-01,1.81653
ALA,Aland Islands,2007-02-01,0.716846
ALA,Aland Islands,2007-03-01,0.539084
ALA,Aland Islands,2007-04-01,2.342342
ALA,Aland Islands,2007-05-01,2.533937
ALA,Aland Islands,2007-06-01,1.086957
ALA,Aland Islands,2007-07-01,4.835766
ALA,Aland Islands,2007-08-01,2.189781
ALA,Aland Islands,2007-09-01,2.189781
ALA,Aland Islands,2007-10-01,2.450091
ALA,Aland Islands,2007-11-01,1.805054
ALA,Aland Islands,2007-12-01,3.074141
ALA,Aland Islands,2008-01-01,3.300624
ALA,Aland Islands,2008-02-01,4.181495
ALA,Aland Islands,2008-03-01,5.272565
ALA,Aland Islands,2008-04-01,3.785211
ALA,Aland Islands,2008-05-01,7.325684
ALA,Aland Islands,2008-06-01,7.078853
ALA,Aland Islands,2008-07-01,4.873803
ALA,Aland Islands,2008-08-01,7.053571
ALA,Aland Islands,2008-09-01,8.303571
ALA,Aland Islands,2008-10-01,7.971656
ALA,Aland Islands,2008-11-01,9.042553
ALA,Aland Islands,2008-12-01,8.333333
ALA,Aland Islands,2009-01-01,8.117444
ALA,Aland Islands,2009-02-01,8.454313
ALA,Aland Islands,2009-03-01,6.536503
ALA,Aland Islands,2009-04-01,6.955047
ALA,Aland Islands,2009-05-01,3.042763
ALA,Aland Islands,2009-06-01,3.76569
ALA,Aland Islands,2009-07-01,3.568465
ALA,Aland Islands,2009-08-01,2.585488
ALA,Aland Islands,2009-09-01,1.319044
ALA,Aland Islands,2009-10-01,-4.757998
ALA,Aland Islands,2009-11-01,-4.146341
ALA,Aland Islands,2009-12-01,-2.995951
ALA,Aland Islands,2010-01-01,-5.191693
ALA,Aland Islands,2010-02-01,-4.409449
ALA,Aland Islands,2010-03-01,-5.258964
ALA,Aland Islands,2010-04-01,-4.123711
ALA,Aland Islands,2010-05-01,-4.070231
ALA,Aland Islands,2010-06-01,-4.516129
ALA,Aland Islands,2010-07-01,-4.086538
ALA,Aland Islands,2010-08-01,-2.357724
ALA,Aland Islands,2010-09-01,-2.929211
ALA,Aland Islands,2010-10-01,3.186908
ALA,Aland Islands,2010-11-01,2.205259
ALA,Aland Islands,2010-12-01,1.252087
ALA,Aland Islands,2011-01-01,3.36984
ALA,Aland Islands,2011-02-01,1.482702
ALA,Aland Islands,2011-03-01,4.878049
ALA,Aland Islands,2011-04-01,3.88751
ALA,Aland Islands,2011-05-01,2.828619
ALA,Aland Islands,2011-06-01,3.293919
ALA,Aland Islands,2011-07-01,1.670844
ALA,Aland Islands,2011-08-01,1.831807
ALA,Aland Islands,2011-09-01,3.017603
ALA,Aland Islands,2011-10-01,3.422371
ALA,Aland Islands,2011-11-01,3.153527
ALA,Aland Islands,2011-12-01,2.967848
ALA,Aland Islands,2012-01-01,2.607987
ALA,Aland Islands,2012-02-01,3.896104
ALA,Aland Islands,2012-03-01,2.967121
ALA,Aland Islands,2012-04-01,2.149682
ALA,Aland Islands,2012-05-01,3.559871
ALA,Aland Islands,2012-06-01,4.66067
ALA,Aland Islands,2012-07-01,6.902219
ALA,Aland Islands,2012-08-01,5.641864
ALA,Aland Islands,2012-09-01,4.800651
ALA,Aland Islands,2012-10-01,5.569007
ALA,Aland Islands,2012-11-01,4.746581
ALA,Aland Islands,2012-12-01,4.643715
ALA,Aland Islands,2013-01-01,5.321684
ALA,Aland Islands,2013-02-01,4.609375
ALA,Aland Islands,2013-03-01,4.984424
ALA,Aland Islands,2013-04-01,5.767732
ALA,Aland Islands,2013-05-01,5.9375
ALA,Aland Islands,2013-06-01,4.765625
ALA,Aland Islands,2013-07-01,3.458878
ALA,Aland Islands,2013-08-01,3.71517
ALA,Aland Islands,2013-09-01,3.959627
ALA,Aland Islands,2013-10-01,2.140673
ALA,Aland Islands,2013-11-01,2.995392
ALA,Aland Islands,2013-12-01,3.289977
ALA,Aland Islands,2014-01-01,3.092006
ALA,Aland Islands,2014-02-01,1.792382
ALA,Aland Islands,2014-03-01,0.074184
ALA,Aland Islands,2014-04-01,0.073692
ALA,Aland Islands,2014-05-01,-0.737463
ALA,Aland Islands,2014-06-01,0.745712
ALA,Aland Islands,2014-07-01,0.742942
ALA,Aland Islands,2014-08-01,0.48576
ALA,Aland Islands,2014-09-01,1.092405
ALA,Aland Islands,2014-10-01,0.431421
ALA,Aland Islands,2014-11-01,0.853165
ALA,Aland Islands,2014-12-01,0.356567
ALA,Aland Islands,2015-01-01,-1.238607
ALA,Aland Islands,2015-02-01,0.530904
ALA,Aland Islands,2015-03-01,1.31039
ALA,Aland Islands,2015-04-01,0.289526
ALA,Aland Islands,2015-05-01,1.095498
ALA,Aland Islands,2015-06-01,0.018845
ALA,Aland Islands,2015-07-01,-1.137358
ALA,Aland Islands,2015-08-01,0.352423
ALA,Aland Islands,2015-09-01,-0.262927
ALA,Aland Islands,2015-10-01,1.591512
ALA,Aland Islands,2015-11-01,0.350877
ALA,Aland Islands,2015-12-01,-0.700525
ALA,Aland Islands,2016-01-01,-0.439367
ALA,Aland Islands,2016-02-01,-2.424242
ALA,Aland Islands,2016-03-01,-1.736111
ALA,Aland Islands,2016-04-01,-0.43554
ALA,Aland Islands,2016-05-01,-1.918047
ALA,Aland Islands,2016-06-01,-1.843723
ALA,Aland Islands,2016-07-01,0.0
ALA,Aland Islands,2016-08-01,-0.877963
ALA,Aland Islands,2016-09-01,-1.318102
ALA,Aland Islands,2016-10-01,-1.740644
ALA,Aland Islands,2016-11-01,-0.34965
ALA,Aland Islands,2016-12-01,0.352734
ALA,Aland Islands,2017-01-01,-0.70609
ALA,Aland Islands,2017-02-01,1.952085
ALA,Aland Islands,2017-03-01,0.706714
ALA,Aland Islands,2017-04-01,-0.174978
ALA,Aland Islands,2017-05-01,0.711111
ALA,Aland Islands,2017-06-01,0.805009
ALA,Aland Islands,2017-07-01,-0.176991
ALA,Aland Islands,2017-08-01,0.974314
ALA,Aland Islands,2017-09-01,0.979519
ALA,Aland Islands,2017-10-01,0.531444
ALA,Aland Islands,2017-11-01,0.175439
ALA,Aland Islands,2017-12-01,1.054482
ALA,Aland Islands,2018-01-01,1.422222
ALA,Aland Islands,2018-02-01,0.870322
ALA,Aland Islands,2018-03-01,1.22807
ALA,Aland Islands,2018-04-01,0.876424
ALA,Aland Islands,2018-05-01,1.676964
ALA,Aland Islands,2018-06-01,2.040816
ALA,Aland Islands,2018-07-01,2.12766
ALA,Aland Islands,2018-08-01,1.140351
ALA,Aland Islands,2018-09-01,3.174603
ALA,Aland Islands,2018-10-01,2.907489
ALA,Aland Islands,2018-11-01,1.488616
ALA,Aland Islands,2018-12-01,0.695652
ALA,Aland Islands,2019-01-01,1.928133
ALA,Aland Islands,2019-02-01,2.243313
ALA,Aland Islands,2019-03-01,1.906412
ALA,Aland Islands,2019-04-01,2.780191
ALA,Aland Islands,2019-05-01,2.083333
ALA,Aland Islands,2019-06-01,2.521739
ALA,Aland Islands,2019-07-01,1.649306
ALA,Aland Islands,2019-08-01,2.168257
ALA,Aland Islands,2019-09-01,-0.17094
ALA,Aland Islands,2019-10-01,-0.171233
ALA,Aland Islands,2019-11-01,1.3805
ALA,Aland Islands,2019-12-01,3.108808
ALA,Aland Islands,2020-01-01,3.095443
ALA,Aland Islands,2020-02-01,1.603376
ALA,Aland Islands,2020-03-01,0.510204
ALA,Aland Islands,2020-04-01,0.0
ALA,Aland Islands,2020-05-01,0.170068
ALA,Aland Islands,2020-06-01,0.593723
ALA,Aland Islands,2020-07-01,0.426985
ALA,Aland Islands,2020-08-01,-0.764007
ALA,Aland Islands,2020-09-01,1.284247
ALA,Aland Islands,2020-10-01,1.200686
ALA,Aland Islands,2020-11-01,0.851064
ALA,Aland Islands,2020-12-01,-1.088777
ALA,Aland Islands,2021-01-01,-1.084237
ALA,Aland Islands,2021-02-01,-0.747508
ALA,Aland Islands,2021-03-01,0.761421
ALA,Aland Islands,2021-04-01,1.94421
ALA,Aland Islands,2021-05-01,1.782683
ALA,Aland Islands,2021-06-01,0.590219
ALA,Aland Islands,2021-07-01,1.190476
ALA,Aland Islands,2021-08-01,1.967494
ALA,Aland Islands,2021-09-01,1.437025
ALA,Aland Islands,2021-10-01,1.779661
ALA,Aland Islands,2021-11-01,1.772152
ALA,Aland Islands,2021-12-01,2.54022
ALA,Aland Islands,2022-01-01,3.541315
ALA,Aland Islands,2022-02-01,3.849372
ALA,Aland Islands,2022-03-01,4.95382
ALA,Aland Islands,2022-04-01,4.477612
ALA,Aland Islands,2022-05-01,7.172644
ALA,Aland Islands,2022-06-01,9.052808
ALA,Aland Islands,2022-07-01,9.747899
ALA,Aland Islands,2022-08-01,10.234899
ALA,Aland Islands,2022-09-01,15.25
ALA,Aland Islands,2022-10-01,15.154038
ALA,Aland Islands,2022-11-01,16.003317
ALA,Aland Islands,2022-12-01,16.597853
ALA,Aland Islands,2023-01-01,16.042345
ALA,Aland Islands,2023-02-01,17.082998
ALA,Aland Islands,2023-03-01,17.44
ALA,Aland Islands,2023-04-01,16.190476
ALA,Aland Islands,2023-05-01,13.540856
ALA,Aland Islands,2023-06-01,11.760184
ALA,Aland Islands,2023-07-01,12.174579
ALA,Aland Islands,2023-08-01,10.806697
ALA,Aland Islands,2023-09-01,4.989154
ALA,Aland Islands,2023-10-01,4.989154
ALA,Aland Islands,2023-11-01,4.217298
ALA,Aland Islands,2023-12-01,3.186969
ALA,Aland Islands,2024-01-01,2.877193
ALA,Aland Islands,2024-02-01,1.376462
ALA,Aland Islands,2024-03-01,-0.13624
ALA,Aland Islands,2024-04-01,0.136612
ALA,Aland Islands,2024-05-01,0.548321
ALA,Aland Islands,2024-06-01,0.756534
ALA,Aland Islands,2024-07-01,0.409556
ALA,Aland Islands,2024-08-01,0.137363
ALA,Aland Islands,2024-09-01,0.964187
ALA,Aland Islands,2024-10-01,1.239669
ALA,Aland Islands,2024-11-01,1.303155
ALA,Aland Islands,2024-12-01,0.617708
ALA,Aland Islands,2025-01-01,0.95498
ALA,Aland Islands,2025-02-01,1.221996
ALA,Aland Islands,2025-03-01,2.046385
ALA,Aland Islands,2025-04-01,2.114598
ALA,Aland Islands,2025-05-01,1.976823
ALA,Aland Islands,2025-06-01,1.296928
ALB,Albania,2001-01-01,2.980238
ALB,Albania,2001-02-01,1.956129
ALB,Albania,2001-03-01,3.903048
ALB,Albania,2001-04-01,4.123612
ALB,Albania,2001-05-01,3.420201
ALB,Albania,2001-06-01,5.440128
ALB,Albania,2001-07-01,7.601921
ALB,Albania,2001-08-01,5.567093
ALB,Albania,2001-09-01,4.779359
ALB,Albania,2001-10-01,2.351817
ALB,Albania,2001-11-01,3.812667
ALB,Albania,2001-12-01,2.805538
ALB,Albania,2002-01-01,8.749609
ALB,Albania,2002-02-01,10.410652
